name,busmap
virtual_relation/7981311:b:1-225,FR1 0
virtual_relation/8307566:a:1-225,FR1 0
virtual_relation/8307566:b:1-225,FR1 0
virtual_relation/8307566:c:1-225,FR1 0
virtual_relation/8307567:b:1-225,FR1 0
virtual_relation/8384686:c:1-225,FR1 0
virtual_relation/8384686:f:1-225,FR1 0
virtual_relation/8629543:a:1-225,FR1 0
virtual_relation/8664691:b:1-225,FR1 0
virtual_relation/8664692:b:1-225,FR1 0
virtual_relation/8717741:a:1-225,FR1 0
virtual_relation/8786259:a:1-225,FR1 0
virtual_relation/8786260:a:1-225,FR1 0
virtual_relation/8835632:1-225,FR1 0
virtual_relation/8835633:b:1-225,FR1 0
virtual_relation/8878558:b:1-225,FR1 0
virtual_relation/9036574:b:1-225,FR1 0
virtual_relation/9094838:b:1-225,FR1 0
virtual_relation/9142326:d:1-225,FR1 0
virtual_relation/9158614:b:1-225,FR1 0
virtual_relation/9158614:c:1-225,FR1 0
virtual_relation/9158620:a:1-225,FR1 0
virtual_relation/9259308:b:1-225,FR1 0
virtual_relation/9361888:a:1-225,FR1 0
virtual_relation/9361888:b:1-225,FR1 0
virtual_relation/9406979:a:1-225,FR1 0
virtual_relation/9510548:b:1-225,FR1 0
virtual_relation/9790881:a:1-225,FR1 0
virtual_relation/9803448:a:1-225,FR1 0
virtual_relation/9867901:a:1-225,FR1 0
virtual_way/102580354:1-225,FR1 0
virtual_way/1076203261:0-225,FR1 0
virtual_way/109841767:1-225,FR1 0
virtual_way/117447196:1-225,FR1 0
virtual_way/118210638:0-225,FR1 0
virtual_way/118340132:1-225,FR1 0
virtual_way/120747627:0-225,FR1 0
virtual_way/120968575:a:0-225,FR1 0
virtual_way/120968575:b:1-225,FR1 0
virtual_way/120985975:0-225,FR1 0
virtual_way/121116107:1-225,FR1 0
virtual_way/122563472:0-225,FR1 0
virtual_way/1234916162:1-225,FR1 0
virtual_way/127875102:1-225,FR1 0
virtual_way/129038237:a:0-225,FR1 0
virtual_way/129168154:1-225,FR1 0
virtual_way/129221782:1-225,FR1 0
virtual_way/130110647:1-225,FR1 0
virtual_way/130228930:1-225,FR1 0
virtual_way/130380855:1-225,FR1 0
virtual_way/130380858:1-225,FR1 0
virtual_way/130549365:1-225,FR1 0
virtual_way/131742022:0-225,FR1 0
virtual_way/131742022:1-225,FR1 0
virtual_way/131742024:1-225,FR1 0
virtual_way/132920951:1-225,FR1 0
virtual_way/132920954:1-225,FR1 0
virtual_way/133131146:1-225,FR1 0
virtual_way/133202864:1-225,FR1 0
virtual_way/133637354:0-225,FR1 0
virtual_way/135303538:1-225,FR1 0
virtual_way/136326136:0-225,FR1 0
virtual_way/1430729489:1-400,FR1 0
virtual_way/164311020:0-225,FR1 0
virtual_way/169319127:0-225,FR1 0
virtual_way/173801976:1-225,FR1 0
virtual_way/183753902:1-225,FR1 0
virtual_way/183969782:0-225,FR1 0
virtual_way/186361898:0-225,FR1 0
virtual_way/186825520:1-225,FR1 0
virtual_way/196480063:1-225,FR1 0
virtual_way/203991560:0-225,FR1 0
virtual_way/207107137:1-225,FR1 0
virtual_way/207561545:1-225,FR1 0
virtual_way/23286260:1-400,FR1 0
virtual_way/262483937:b:1-225,FR1 0
virtual_way/262965290:1-225,FR1 0
virtual_way/26376785:0-225,FR1 0
virtual_way/26376785:1-225,FR1 0
virtual_way/26376798:0-225,FR1 0
virtual_way/26376798:1-225,FR1 0
virtual_way/27757714:0-225,FR1 0
virtual_way/375282546:1-225,FR1 0
virtual_way/41453026:1-400,FR1 0
virtual_way/420364860:1-225,FR1 0
virtual_way/457311092:1-225,FR1 0
virtual_way/599962755:0-225,FR1 0
virtual_way/599962757:0-225,FR1 0
virtual_way/645193278:0-225,FR1 0
virtual_way/647167011:0-225,FR1 0
virtual_way/647167015:1-225,FR1 0
virtual_way/684713120:0-225,FR1 0
virtual_way/70733234:1-225,FR1 0
virtual_way/80840369:a:1-225,FR1 0
virtual_way/85226749:1-400,FR1 0
virtual_way/86345552:1-225,FR1 0
virtual_way/88910320:0-400,FR1 0
virtual_way/94505778:0-225,FR1 0
virtual_way/94505778:1-225,FR1 0
virtual_way/94524735:0-400,FR1 0
virtual_way/95278909:1-225,FR1 0
virtual_way/95289332:1-225,FR1 0
virtual_way/95299712:1-225,FR1 0
way/100021432-225,FR1 0
way/100087916-225,FR1 0
way/1000881525-225,FR1 0
way/100500802-225,FR1 0
way/101086962-225,FR1 0
way/101108382-225,FR1 0
way/101207712-225,FR1 0
way/101217260-225,FR1 0
way/101228343-225,FR1 0
way/101494744-225,FR1 0
way/103365741-225,FR1 0
way/103921705-225,FR1 0
way/103960552-225,FR1 0
way/104008765-225,FR1 0
way/1041877812-225,FR1 0
way/104240116-225,FR1 0
way/104481448-225,FR1 0
way/1046982647-225,FR1 0
way/105197514-225,FR1 0
way/105202875-225,FR1 0
way/105515586-225,FR1 0
way/105571340-225,FR1 0
way/105630888-225,FR1 0
way/1056316394-225,FR1 0
way/105652436-225,FR1 0
way/105652455-225,FR1 0
way/105690676-225,FR1 0
way/105783300-225,FR1 0
way/105840884-225,FR1 0
way/105913465-225,FR1 0
way/105913481-225,FR1 0
way/106284701-225,FR1 0
way/1063748572-225,FR1 0
way/1067248696-225,FR1 0
way/1069076347-225,FR1 0
way/107121899-225,FR1 0
way/107434290-225,FR1 0
way/1076166858-225,FR1 0
way/108084125-225,FR1 0
way/108089073-225,FR1 0
way/108099552-225,FR1 0
way/1081289679-225,FR1 0
way/1091109862-225,FR1 0
way/109367858-225,FR1 0
way/109817708-225,FR1 0
way/109859712-400,FR1 0
way/110086345-225,FR1 0
way/110443404-225,FR1 0
way/110468028-225,FR1 0
way/110522458-225,FR1 0
way/110542740-225,FR1 0
way/110602470-225,FR1 0
way/111265307-225,FR1 0
way/111276881-225,FR1 0
way/111414142-225,FR1 0
way/111449797-225,FR1 0
way/111456385-225,FR1 0
way/111458307-225,FR1 0
way/111558550-225,FR1 0
way/111558561-225,FR1 0
way/111769053-225,FR1 0
way/111816982-225,FR1 0
way/1121036738-225,FR1 0
way/112310487-225,FR1 0
way/112342683-225,FR1 0
way/112893617-400,FR1 0
way/112925040-225,FR1 0
way/113338234-225,FR1 0
way/114018928-225,FR1 0
way/114355666-400,FR1 0
way/114359287-225,FR1 0
way/114363583-225,FR1 0
way/114730382-225,FR1 0
way/115437692-225,FR1 0
way/115476080-225,FR1 0
way/116168269-225,FR1 0
way/1162035523-225,FR1 0
way/116670124-225,FR1 0
way/116702384-225,FR1 0
way/117350758-225,FR1 0
way/117421453-225,FR1 0
way/117446403-225,FR1 0
way/117537715-225,FR1 0
way/117810798-225,FR1 0
way/117893799-225,FR1 0
way/117975440-225,FR1 0
way/1180069967-225,FR1 0
way/118086309-225,FR1 0
way/118121876-400,FR1 0
way/118127416-225,FR1 0
way/118133021-225,FR1 0
way/118133060-225,FR1 0
way/118133898-225,FR1 0
way/118204938-225,FR1 0
way/118213015-225,FR1 0
way/118216358-225,FR1 0
way/118216361-225,FR1 0
way/118260031-225,FR1 0
way/118387083-400,FR1 0
way/118387084-225,FR1 0
way/118400622-225,FR1 0
way/118400623-225,FR1 0
way/118591672-225,FR1 0
way/118655802-225,FR1 0
way/118684662-225,FR1 0
way/118684992-225,FR1 0
way/118727701-225,FR1 0
way/119048154-225,FR1 0
way/1198130346-225,FR1 0
way/120464542-225,FR1 0
way/120522167-225,FR1 0
way/120553316-225,FR1 0
way/120707003-225,FR1 0
way/120861987-225,FR1 0
way/121024004-225,FR1 0
way/121087628-225,FR1 0
way/121101846-225,FR1 0
way/121116528-225,FR1 0
way/121152763-225,FR1 0
way/121161175-225,FR1 0
way/121297422-225,FR1 0
way/121499607-225,FR1 0
way/121500497-225,FR1 0
way/122061929-225,FR1 0
way/122104435-225,FR1 0
way/122361853-225,FR1 0
way/122411058-225,FR1 0
way/122563466-225,FR1 0
way/122568639-225,FR1 0
way/122748502-225,FR1 0
way/122752897-225,FR1 0
way/122755047-225,FR1 0
way/122755068-225,FR1 0
way/122923029-225,FR1 0
way/123120808-225,FR1 0
way/1231941645-225,FR1 0
way/1236363679-225,FR1 0
way/1236930242-225,FR1 0
way/125003945-225,FR1 0
way/125076979-225,FR1 0
way/125164718-225,FR1 0
way/125494395-225,FR1 0
way/125495792-225,FR1 0
way/125550372-225,FR1 0
way/125721667-225,FR1 0
way/126417428-225,FR1 0
way/1271288345-225,FR1 0
way/1272896526-225,FR1 0
way/128106453-225,FR1 0
way/128381283-225,FR1 0
way/128524174-225,FR1 0
way/129026531-225,FR1 0
way/129440971-225,FR1 0
way/129581885-225,FR1 0
way/129614642-225,FR1 0
way/129624451-225,FR1 0
way/129631438-225,FR1 0
way/129662180-225,FR1 0
way/129830455-225,FR1 0
way/1299138577-225,FR1 0
way/130017468-225,FR1 0
way/130132975-225,FR1 0
way/130459448-225,FR1 0
way/130549366-225,FR1 0
way/130562947-225,FR1 0
way/130595758-225,FR1 0
way/130659505-225,FR1 0
way/130792479-225,FR1 0
way/131317126-225,FR1 0
way/131645796-225,FR1 0
way/1328928946-400,FR1 0
way/133400747-225,FR1 0
way/133637359-225,FR1 0
way/133667044-225,FR1 0
way/133868507-225,FR1 0
way/134147651-225,FR1 0
way/135183628-225,FR1 0
way/135314787-225,FR1 0
way/135585545-225,FR1 0
way/135727900-225,FR1 0
way/135855286-225,FR1 0
way/136068611-225,FR1 0
way/136326140-225,FR1 0
way/136416550-225,FR1 0
way/137083764-225,FR1 0
way/137191333-225,FR1 0
way/137365310-225,FR1 0
way/137474877-225,FR1 0
way/138108387-225,FR1 0
way/138149900-225,FR1 0
way/138278216-225,FR1 0
way/138382023-225,FR1 0
way/138610604-225,FR1 0
way/138787590-225,FR1 0
way/138979502-225,FR1 0
way/139098414-225,FR1 0
way/139593701-225,FR1 0
way/139834740-225,FR1 0
way/140753578-225,FR1 0
way/1421339939-225,FR1 0
way/142360067-225,FR1 0
way/142420422-225,FR1 0
way/142456148-225,FR1 0
way/142456170-225,FR1 0
way/142456176-225,FR1 0
way/142505460-225,FR1 0
way/142571672-225,FR1 0
way/143283235-225,FR1 0
way/144099634-225,FR1 0
way/1451191769-225,FR1 0
way/1462440672-225,FR1 0
way/146360237-225,FR1 0
way/146360243-225,FR1 0
way/146360244-225,FR1 0
way/146366949-225,FR1 0
way/146402374-225,FR1 0
way/146449312-225,FR1 0
way/146449314-225,FR1 0
way/146534501-225,FR1 0
way/146534504-225,FR1 0
way/146534507-225,FR1 0
way/146590045-225,FR1 0
way/146590048-225,FR1 0
way/146695955-225,FR1 0
way/146744609-225,FR1 0
way/147132682-225,FR1 0
way/147132685-400,FR1 0
way/147132690-225,FR1 0
way/147132693-225,FR1 0
way/147174230-225,FR1 0
way/147174234-225,FR1 0
way/147174244-225,FR1 0
way/147174246-225,FR1 0
way/147174253-225,FR1 0
way/147187631-225,FR1 0
way/147187633-225,FR1 0
way/147394004-225,FR1 0
way/147394005-225,FR1 0
way/147394006-225,FR1 0
way/147394007-225,FR1 0
way/147394008-225,FR1 0
way/147394011-225,FR1 0
way/147394012-225,FR1 0
way/147394015-225,FR1 0
way/147394016-225,FR1 0
way/147398275-225,FR1 0
way/147398276-225,FR1 0
way/147398278-225,FR1 0
way/147398279-225,FR1 0
way/147398280-225,FR1 0
way/147580961-225,FR1 0
way/147580963-225,FR1 0
way/147580965-225,FR1 0
way/147580968-225,FR1 0
way/147580973-225,FR1 0
way/147580978-225,FR1 0
way/147580984-225,FR1 0
way/147580985-225,FR1 0
way/147580994-225,FR1 0
way/147580996-225,FR1 0
way/147581003-225,FR1 0
way/147581004-225,FR1 0
way/148059534-225,FR1 0
way/148059535-225,FR1 0
way/148059537-225,FR1 0
way/148564021-225,FR1 0
way/150329778-225,FR1 0
way/150366395-225,FR1 0
way/152120009-225,FR1 0
way/152778326-225,FR1 0
way/152835217-225,FR1 0
way/154391107-225,FR1 0
way/158232795-225,FR1 0
way/159167277-225,FR1 0
way/162540710-400,FR1 0
way/16287586-225,FR1 0
way/163063141-225,FR1 0
way/165830069-225,FR1 0
way/165966009-225,FR1 0
way/166057222-225,FR1 0
way/166073883-400,FR1 0
way/167268705-225,FR1 0
way/169393427-225,FR1 0
way/169799372-225,FR1 0
way/170028621-225,FR1 0
way/170184991-225,FR1 0
way/171051788-225,FR1 0
way/172735399-225,FR1 0
way/173265188-225,FR1 0
way/177428102-225,FR1 0
way/177964767-225,FR1 0
way/177964771-225,FR1 0
way/178995408-225,FR1 0
way/179260933-225,FR1 0
way/179848961-225,FR1 0
way/180569105-225,FR1 0
way/182816228-225,FR1 0
way/183105308-225,FR1 0
way/183182430-225,FR1 0
way/183215456-225,FR1 0
way/183818442-225,FR1 0
way/184492595-225,FR1 0
way/186499822-225,FR1 0
way/188144496-225,FR1 0
way/193292042-225,FR1 0
way/196073443-225,FR1 0
way/197040234-225,FR1 0
way/199093574-225,FR1 0
way/199229562-400,FR1 0
way/203122176-225,FR1 0
way/204349873-225,FR1 0
way/207292011-225,FR1 0
way/207479669-225,FR1 0
way/208424341-225,FR1 0
way/210389707-225,FR1 0
way/211875283-225,FR1 0
way/214483816-225,FR1 0
way/214858101-225,FR1 0
way/219639224-225,FR1 0
way/222188543-400,FR1 0
way/225210595-225,FR1 0
way/226898600-225,FR1 0
way/228049601-225,FR1 0
way/22873838-225,FR1 0
way/22873840-225,FR1 0
way/22938964-225,FR1 0
way/229597405-225,FR1 0
way/231157304-225,FR1 0
way/231157312-225,FR1 0
way/23286313-225,FR1 0
way/23287448-225,FR1 0
way/235370803-225,FR1 0
way/24020441-225,FR1 0
way/24020601-400,FR1 0
way/24025291-225,FR1 0
way/24035563-225,FR1 0
way/243285438-225,FR1 0
way/244036491-225,FR1 0
way/247427865-225,FR1 0
way/24849819-225,FR1 0
way/24913871-225,FR1 0
way/24919917-225,FR1 0
way/24923808-225,FR1 0
way/24990664-225,FR1 0
way/260579119-225,FR1 0
way/26112209-400,FR1 0
way/26272450-225,FR1 0
way/26376732-225,FR1 0
way/26376870-225,FR1 0
way/26395237-225,FR1 0
way/265745327-225,FR1 0
way/26813222-225,FR1 0
way/270540194-225,FR1 0
way/27259817-225,FR1 0
way/27266058-225,FR1 0
way/273536873-225,FR1 0
way/27428702-225,FR1 0
way/27558020-225,FR1 0
way/27768969-225,FR1 0
way/278718504-225,FR1 0
way/27951432-400,FR1 0
way/28706541-225,FR1 0
way/28761900-225,FR1 0
way/29088787-225,FR1 0
way/292180238-225,FR1 0
way/292629713-225,FR1 0
way/294002018-225,FR1 0
way/295403868-400,FR1 0
way/299860588-225,FR1 0
way/299862996-225,FR1 0
way/30292953-400,FR1 0
way/307228675-225,FR1 0
way/318195497-225,FR1 0
way/318502246-225,FR1 0
way/32067290-225,FR1 0
way/32196554-225,FR1 0
way/327505353-225,FR1 0
way/327505354-225,FR1 0
way/32876673-225,FR1 0
way/33113310-225,FR1 0
way/338324854-225,FR1 0
way/33973725-225,FR1 0
way/34198056-225,FR1 0
way/34349978-225,FR1 0
way/34387620-225,FR1 0
way/34398164-225,FR1 0
way/34398358-225,FR1 0
way/350044068-225,FR1 0
way/35206465-225,FR1 0
way/35538714-225,FR1 0
way/36286080-225,FR1 0
way/36805588-225,FR1 0
way/374150877-225,FR1 0
way/378126683-225,FR1 0
way/38073132-225,FR1 0
way/38830347-225,FR1 0
way/392683619-225,FR1 0
way/393286774-225,FR1 0
way/39389229-225,FR1 0
way/39407602-225,FR1 0
way/397885581-225,FR1 0
way/40266681-225,FR1 0
way/403385451-225,FR1 0
way/405909509-225,FR1 0
way/406691575-225,FR1 0
way/41436841-225,FR1 0
way/41591146-225,FR1 0
way/416438053-225,FR1 0
way/416438054-225,FR1 0
way/41829825-400,FR1 0
way/41834104-225,FR1 0
way/432466512-225,FR1 0
way/434500830-225,FR1 0
way/440538762-225,FR1 0
way/440600377-225,FR1 0
way/442651900-225,FR1 0
way/44357629-225,FR1 0
way/443975666-400,FR1 0
way/44448089-225,FR1 0
way/445088111-225,FR1 0
way/448355914-400,FR1 0
way/44883864-400,FR1 0
way/454932860-225,FR1 0
way/455245314-225,FR1 0
way/46172440-225,FR1 0
way/467599626-225,FR1 0
way/467775702-225,FR1 0
way/467799728-225,FR1 0
way/468096792-225,FR1 0
way/473670083-225,FR1 0
way/474926055-225,FR1 0
way/47633664-225,FR1 0
way/47660196-225,FR1 0
way/47739331-225,FR1 0
way/477926841-225,FR1 0
way/484952897-225,FR1 0
way/48815655-225,FR1 0
way/489118827-225,FR1 0
way/490191058-225,FR1 0
way/490392953-225,FR1 0
way/49049745-225,FR1 0
way/491655540-225,FR1 0
way/495078839-225,FR1 0
way/49510896-225,FR1 0
way/497510591-225,FR1 0
way/514597856-225,FR1 0
way/536127194-225,FR1 0
way/53727352-225,FR1 0
way/53944139-225,FR1 0
way/547443051-225,FR1 0
way/549010403-225,FR1 0
way/549628003-225,FR1 0
way/549628132-225,FR1 0
way/552467306-225,FR1 0
way/553127674-225,FR1 0
way/553509645-225,FR1 0
way/553509651-225,FR1 0
way/558437000-225,FR1 0
way/56585982-225,FR1 0
way/56997464-225,FR1 0
way/56998024-225,FR1 0
way/57941014-225,FR1 0
way/580568888-225,FR1 0
way/583372101-225,FR1 0
way/584362062-225,FR1 0
way/585985166-225,FR1 0
way/589691204-225,FR1 0
way/589691209-225,FR1 0
way/589696042-225,FR1 0
way/590596961-225,FR1 0
way/590866686-225,FR1 0
way/604408491-225,FR1 0
way/616985188-225,FR1 0
way/620325313-225,FR1 0
way/62233233-225,FR1 0
way/62279693-225,FR1 0
way/623949241-225,FR1 0
way/627450679-225,FR1 0
way/63213632-225,FR1 0
way/63641119-225,FR1 0
way/64040939-225,FR1 0
way/655200312-225,FR1 0
way/658560999-225,FR1 0
way/658561191-225,FR1 0
way/659343518-400,FR1 0
way/659913223-225,FR1 0
way/666332422-225,FR1 0
way/666332466-225,FR1 0
way/671113556-225,FR1 0
way/682366021-225,FR1 0
way/682366052-225,FR1 0
way/68925871-225,FR1 0
way/69813552-225,FR1 0
way/69999641-225,FR1 0
way/70452467-225,FR1 0
way/704996189-225,FR1 0
way/715176993-225,FR1 0
way/715177063-225,FR1 0
way/71933077-225,FR1 0
way/71933086-225,FR1 0
way/725699702-225,FR1 0
way/730015498-225,FR1 0
way/730015505-225,FR1 0
way/733773947-225,FR1 0
way/733773951-225,FR1 0
way/733773994-225,FR1 0
way/740849522-225,FR1 0
way/749073921-225,FR1 0
way/75509664-225,FR1 0
way/756397226-225,FR1 0
way/75750171-225,FR1 0
way/759073166-225,FR1 0
way/76032001-225,FR1 0
way/777545899-225,FR1 0
way/78052541-225,FR1 0
way/78148795-225,FR1 0
way/788298548-225,FR1 0
way/79805353-225,FR1 0
way/79866837-225,FR1 0
way/80719004-225,FR1 0
way/81228088-225,FR1 0
way/81641090-225,FR1 0
way/81665271-225,FR1 0
way/818615639-225,FR1 0
way/818615644-225,FR1 0
way/818615647-225,FR1 0
way/82226136-225,FR1 0
way/82306874-225,FR1 0
way/823662696-225,FR1 0
way/823662703-225,FR1 0
way/823662705-225,FR1 0
way/823872751-225,FR1 0
way/823872752-225,FR1 0
way/823872758-225,FR1 0
way/82467033-225,FR1 0
way/82599261-400,FR1 0
way/82715808-400,FR1 0
way/82741307-225,FR1 0
way/82741335-225,FR1 0
way/82746777-225,FR1 0
way/82746780-225,FR1 0
way/82805188-225,FR1 0
way/82825438-400,FR1 0
way/82825446-400,FR1 0
way/82949228-225,FR1 0
way/82967739-225,FR1 0
way/82976238-225,FR1 0
way/83293593-225,FR1 0
way/83705700-225,FR1 0
way/83726363-225,FR1 0
way/83819431-225,FR1 0
way/84182609-225,FR1 0
way/84452130-225,FR1 0
way/84476231-225,FR1 0
way/84485792-400,FR1 0
way/84490483-400,FR1 0
way/84603564-225,FR1 0
way/85047359-225,FR1 0
way/85198005-225,FR1 0
way/85203486-225,FR1 0
way/85217416-400,FR1 0
way/85273676-225,FR1 0
way/85335661-400,FR1 0
way/85339874-225,FR1 0
way/85446794-225,FR1 0
way/85605950-225,FR1 0
way/85605959-225,FR1 0
way/85710783-400,FR1 0
way/85827397-225,FR1 0
way/85827398-225,FR1 0
way/85867971-400,FR1 0
way/85877326-225,FR1 0
way/85895367-225,FR1 0
way/85955250-225,FR1 0
way/85995894-225,FR1 0
way/86023818-225,FR1 0
way/86131984-225,FR1 0
way/86162998-400,FR1 0
way/86260099-400,FR1 0
way/86260748-225,FR1 0
way/86297273-400,FR1 0
way/86342772-225,FR1 0
way/86344183-400,FR1 0
way/86462910-225,FR1 0
way/89022039-225,FR1 0
way/89022080-225,FR1 0
way/890834366-400,FR1 0
way/89158123-225,FR1 0
way/90032133-225,FR1 0
way/90415251-225,FR1 0
way/907536278-225,FR1 0
way/90842395-225,FR1 0
way/90854143-225,FR1 0
way/91351689-225,FR1 0
way/92896823-225,FR1 0
way/93189928-225,FR1 0
way/95209542-225,FR1 0
way/95409416-225,FR1 0
way/956596300-225,FR1 0
way/95810878-225,FR1 0
way/96839470-225,FR1 0
way/97547196-225,FR1 0
way/98390525-400,FR1 0
way/986506107-225,FR1 0
way/986795975-225,FR1 0
way/986799738-225,FR1 0
way/98890904-225,FR1 0
way/98945703-225,FR1 0
way/99623587-225,FR1 0
relation/13319688-220,LU1 0
way/33814243-220,LU1 0
way/33814365-220,LU1 0
way/387620061-220,LU1 0
way/460847807-220,LU1 0
way/63089603-220,LU1 0
way/89176956-220,LU1 0
way/91823933-220,LU1 0
virtual_relation/12004718:1-220,NL1 0
virtual_relation/12004719:1-220,NL1 0
way/1099434374-220,NL1 0
way/1218950123-380,NL1 0
way/146901292-380,NL1 0
way/157902099-380,NL1 0
way/162176187-380,NL1 0
way/162179284-380,NL1 0
way/165242802-380,NL1 0
way/168037483-220,NL1 0
way/22984334-380,NL1 0
way/23096966-380,NL1 0
way/23135563-380,NL1 0
way/308181656-380,NL1 0
way/477949333-380,NL1 0
way/480742730-380,NL1 0
way/577158336-380,NL1 0
way/606842829-220,NL1 0
way/693745438-220,NL1 0
way/723528920-380,NL1 0
way/72888152-380,NL1 0
way/83423799-380,NL1 0
way/87177559-220,NL1 0
way/87207800-220,NL1 0
way/87342758-220,NL1 0
way/87354306-220,NL1 0
way/87358157-220,NL1 0
way/87448656-220,NL1 0
way/87792499-380,NL1 0
way/87794279-380,NL1 0
way/920127890-380,NL1 0
way/934114405-380,NL1 0
way/942640207-220,NL1 0
way/96382845-380,NL1 0
relation/10086891-300,NO0 0
relation/10175479-300,NO0 0
relation/10220813-420,NO0 0
relation/10308957-300,NO0 0
relation/11036958-300,NO0 0
relation/11512349-300,NO0 0
relation/11568632-420,NO0 0
relation/12274653-420,NO0 0
relation/12277754-300,NO0 0
relation/12832052-420,NO0 0
relation/13447791-420,NO0 0
relation/13989591-300,NO0 0
relation/18667239-300,NO0 0
relation/19581816-300,NO0 0
relation/3993780-420,NO0 0
relation/7802012-300,NO0 0
relation/7805329-300,NO0 0
relation/7809753-300,NO0 0
relation/7812776-420,NO0 0
relation/7839720-300,NO0 0
relation/7842286-300,NO0 0
relation/7847764-420,NO0 0
relation/7854485-300,NO0 0
relation/7879876-300,NO0 0
relation/7879879-420,NO0 0
relation/7883264-300,NO0 0
relation/7883882-300,NO0 0
relation/7928148-420,NO0 0
relation/8182117-420,NO0 0
relation/8239198-300,NO0 0
relation/8293948-420,NO0 0
relation/8332571-300,NO0 0
relation/8473044-220,NO0 0
relation/8476872-300,NO0 0
relation/8481866-300,NO0 0
relation/8488332-300,NO0 0
relation/8520950-300,NO0 0
relation/8527323-420,NO0 0
relation/8536441-300,NO0 0
relation/8721337-300,NO0 0
relation/8834935-300,NO0 0
relation/8836351-300,NO0 0
relation/8837899-300,NO0 0
relation/8846916-300,NO0 0
relation/8847096-300,NO0 0
relation/8857363-300,NO0 0
relation/8860331-300,NO0 0
relation/8864887-300,NO0 0
relation/8886202-300,NO0 0
relation/8890360-300,NO0 0
relation/8894066-300,NO0 0
relation/9032385-300,NO0 0
virtual_way/1000512859:0-420,NO0 0
virtual_way/1000512859:1-420,NO0 0
virtual_way/1000512861:1-420,NO0 0
virtual_way/118991395:0-420,NO0 0
virtual_way/118991395:1-420,NO0 0
virtual_way/1278052876:1-420,NO0 0
virtual_way/1278052880:1-420,NO0 0
virtual_way/1278052883:1-420,NO0 0
virtual_way/158612365:0-300,NO0 0
virtual_way/158612365:1-300,NO0 0
virtual_way/158612368:0-300,NO0 0
virtual_way/158612370:1-300,NO0 0
virtual_way/164961083:1-300,NO0 0
virtual_way/197819526:1-420,NO0 0
virtual_way/206628452:0-420,NO0 0
virtual_way/211112061:1-300,NO0 0
virtual_way/231380681:1-420,NO0 0
virtual_way/233368430:0-420,NO0 0
virtual_way/233368430:1-420,NO0 0
virtual_way/233898699:1-420,NO0 0
virtual_way/283591270:0-420,NO0 0
virtual_way/285481541:1-300,NO0 0
virtual_way/285498848:1-420,NO0 0
virtual_way/285712577:1-300,NO0 0
virtual_way/285745712:b:1-300,NO0 0
virtual_way/287112084:1-300,NO0 0
virtual_way/290393695:1-300,NO0 0
virtual_way/290396037:0-300,NO0 0
virtual_way/292009076:0-300,NO0 0
virtual_way/292009081:0-300,NO0 0
virtual_way/292593505:1-400,NO0 0
virtual_way/296234857:1-420,NO0 0
virtual_way/297395809:0-420,NO0 0
virtual_way/297395812:1-420,NO0 0
virtual_way/400886659:0-420,NO0 0
virtual_way/400886659:1-420,NO0 0
virtual_way/400890674:0-420,NO0 0
virtual_way/405307058:1-420,NO0 0
virtual_way/432965768:1-420,NO0 0
virtual_way/545813874:0-420,NO0 0
virtual_way/545813881:0-420,NO0 0
virtual_way/545813898:0-420,NO0 0
virtual_way/545813906:0-420,NO0 0
virtual_way/546502353:0-300,NO0 0
virtual_way/546502353:1-300,NO0 0
virtual_way/546502370:0-300,NO0 0
virtual_way/546542306:1-300,NO0 0
virtual_way/546803766:0-420,NO0 0
virtual_way/547743448:1-420,NO0 0
virtual_way/548201574:0-420,NO0 0
virtual_way/548201574:1-420,NO0 0
virtual_way/548339557:0-420,NO0 0
virtual_way/548339557:1-420,NO0 0
virtual_way/548339559:0-420,NO0 0
virtual_way/548339559:1-420,NO0 0
virtual_way/548473083:1-420,NO0 0
virtual_way/548473095:0-420,NO0 0
virtual_way/548627777:0-420,NO0 0
virtual_way/548627781:0-420,NO0 0
virtual_way/548627788:1-420,NO0 0
virtual_way/549830970:1-300,NO0 0
virtual_way/551048580:a:0-300,NO0 0
virtual_way/551276225:0-420,NO0 0
virtual_way/551307201:0-420,NO0 0
virtual_way/551893759:a:0-300,NO0 0
virtual_way/552435149:0-420,NO0 0
virtual_way/572898640:1-420,NO0 0
virtual_way/579541259:1-300,NO0 0
virtual_way/587071732:1-420,NO0 0
virtual_way/587693417:0-420,NO0 0
virtual_way/587802948:1-420,NO0 0
virtual_way/587802954:0-420,NO0 0
virtual_way/587802958:0-420,NO0 0
virtual_way/587802958:1-420,NO0 0
virtual_way/587802961:1-420,NO0 0
virtual_way/587802962:1-420,NO0 0
virtual_way/587802966:0-420,NO0 0
virtual_way/588709887:1-420,NO0 0
virtual_way/589054140:1-420,NO0 0
virtual_way/637688991:1-300,NO0 0
virtual_way/641064271:1-300,NO0 0
virtual_way/691457479:b:1-300,NO0 0
virtual_way/691481610:1-300,NO0 0
virtual_way/691481620:b:1-300,NO0 0
virtual_way/708130868:0-300,NO0 0
way/100151486-420,NO0 0
way/100648754-300,NO0 0
way/1028850312-300,NO0 0
way/1028850314-300,NO0 0
way/113442999-300,NO0 0
way/1140662370-420,NO0 0
way/114318083-420,NO0 0
way/114336709-300,NO0 0
way/114414014-300,NO0 0
way/114669733-300,NO0 0
way/114845318-300,NO0 0
way/1156161502-300,NO0 0
